ФИО,звание,номер роты,возраст
lrznrwkgrnqzvhsjnuhnthg,xtvdqovqamob,10,23
vilmuqxcmukcr,mylvefdrxcaoyvh,19,33
prkyrkpdeplkirzh,idodikln,18,44
uytjtxgarufgjtyzn,hndwcmxsadxpfi,16,53
aqnkkkptsmqz,gnzbzhyfwbaxe,11,26
tvgatppdaxeuke,nwvrvgiih,2,24
vlqdlzoqhkfkkklhi,shvservjgsilikl,14,37
dsvbpvvenpyjauaonwkiyp,yyifwqhzhhrvg,9,25
zjfvnvzaqs,ibrdqzzhiw,3,32
udjnxjmjukum,roureanyruvrbh,12,55
ohnnqsdlaiflxlnhhgotw,pgyisdcxrm,7,48
khjuyedgwra,mljzdrayuos,2,33
ivmfbkayvmtxqfwlwqwmmus,tscmbbzogytg,4,40
zwnadnhdbnnionsb,roqjsfbhcq,17,35
cobtkbrgjdq,wfmohousk,7,36
lzvtuxxzeq,tpwiwtfps,9,44
brfuhofgadnvzyamekueihj,xivslmtgqfgng,17,57
xjvpnepginagmqk,ywhrfneyytn,14,27
rvnriahjjxts,buznetkyywbprgv,6,26
alcgrsmayqzev,iwqnlmdkfntyy,19,31
htejjqrvittrsafsia,raqgqubpoehrzu,17,34
wjuhgguivdhuuhzro,zytcdyql,1,56
hnadwrjenzytwrh,dylpjakz,9,32
ijbdwnzuyssdlxwzbvchkm,arwgzjwgszavxd,16,64
rsnvyrraxswvyfajttdairtqw,xaiuexaivcirtpie,14,52
tlmpxasvovrvpaicpblnzes,iqbiyihkmwb,9,26
yaudniqffajyqmtctprspig,kkngpdnfe,17,22
mwrufrhavfza,oukmxqvrnllyiny,4,30
edstfyuwldqzjsrxahd,zkqwptworwaagxqc,1,65
bgrmrthjcpgcwwiyoelizxz,elljldarjlc,11,64
vuvtbsbiopixyzasqye,wywriprvk,16,58
mdzvvqfyplbyolvu,pdutipowhqp,6,32
ohykpaqfhwtudkczzpez,avukgzszzk,11,45
gahcvagmkxgrvxmwgb,pgcvguzgtqhypks,2,49
ptytvnwmtisyrnlupif,ldzcouwngtiqj,9,54
akzpqymaovmdikxmlgh,pneprwaaocve,12,38
tjjqynevjtqtostn,nshudgjp,16,50
jqikpzikxuagvqi,xiindlxndayul,11,58
mzklruirchby,dbrfbxsdng,19,46
iwqhmsyicffztwjyuuwyewbpq,odqietflg,10,34
khmodkayfcegyjuttbgjzwsxs,zqwnnfwl,8,40
lfdrkrxcgxmtaiasdcmvzh,soxfhyhlr,12,64
skzurzaoovkhanzwqtj,fcyweniytrkn,2,38
oswfbmynewgiemckemod,pjlxkjekefnge,12,28
tbzqvkhcyjxfgnhtahrrhtgch,tokjootventatj,11,64
pdpmkqahybi,sufqcbvqgim,7,43
lnzzgbwbfrx,dqskywznw,3,30
ncjsswlairt,ipurmnuj,16,35
xqjsgshied,tdcrcjnrcf,8,39
dxmxcqjsfrj,hjayhyzjisrrjq,20,45
bxjfeksdhpmqroqsjhfrwxz,jczvfpgxk,2,23
xvoybqlfffegzj,lsulfyqrkh,7,41
ljygcivhwqcfeetds,vtfoxcgrtlyfwfgz,15,28
gjrhwgefctrmzfca,vxkvdbfuculbinzv,4,53
dixzmftgzsbu,vrjkugdmrzc,9,52
pzkellvkipqaaykeyqgjyrkz,xcwymenxt,5,27
puyrtathcrajzvuqpvvfm,vqmmtdchjyawys,7,42
tdlrgmlgkqccgj,wfcppvtsylvyj,18,50
jmhiaknxfpydynlrmxvjdt,rvljtsbzleas,8,38
yzwimlgtxvw,admdjoytzo,17,62
xhxogzoneefgrkejmbylmhopk,rettwmzibn,6,48
rxcesrhnjrfri,hlimxmjbvzpzkn,1,63
ctwoxftayq,ybwzpnijooplsuc,18,64
bwuabndmrwryrjuqkidrk,cecabgaboj,7,60
jxwozljikmfhdnwcgzt,msaoensbowanca,8,54
aotivzfaebv,zjxlbvucbpjayadt,18,28
agcrjnjuizmnj,icfcjooxojfbxz,3,41
fecnclffgnrmzpg,tovfufhxfdo,9,41
xhcoackbsknzlixhwtu,ydngpdljklq,2,24
czrvwchnptjhkskuotlchsz,kjpivdupiozk,15,34
wsufulzxvmpfhvpvi,icrojvvbevwot,5,39
ayksdpyfziis,dekdimakfdyr,17,33
srcqbmjhviearjuwmxlfikii,xvytxcgq,20,20
zljpkouppizrqrpw,pfrqqqdnskhbv,15,42
flhxvacsnkbwdrsxwun,lvtfpvbtdlhndbrt,4,30
oevjnzqxkba,vlmavoij,15,57
xyyejzkrtz,caecbojpp,13,47
dahtdopjkiqxcrmxlrvmteihx,zamqekgha,13,43
rbfxakyxvtbuuaclqnuoyzb,fukxzgqjqzffgv,2,41
bxkvdrupampoebooot,qqfnqicei,4,43
auwimqlghabof,ngpksqctmyv,20,29
bwjubzgjsawuopddkcxiduh,kjouaxpetss,8,44
cfiyregnmsjk,sbhbhezzxskyemky,2,37
pmldhqedsbcqkjk,nebrjgrpkdjx,13,29
popnotvldixomtv,igcojytwagm,6,63
cyxatbcstamekiarvgs,lbusbbwhxmbtmcz,12,39
drucodlqxgboxuy,suyfzszkzexnbdej,16,65
zrgmvqruqxiusibhntmpbn,aijnjldhnr,14,32
kasxlypanyqgrejzhhfjll,jzqcqdraisarvyq,19,28
njkiidomxwpyhhqrggd,cizlnyjw,4,39
hgmtqrimafvsvdfboiwrbdaxk,vpvhjtrbm,14,51
zpuvageguwveoexl,qkienwgxkasq,19,63
ivoeyontftihzitoyfljue,neezpbfgjgjchjj,19,35
yjjdxtrqpq,vfdtcnmvc,2,32
uptszopjduftm,nkkdorjdazflq,14,40
qdhipizcnoj,mafsspkvug,8,28
jzwwzwynurnlw,sdizyjnlacwjoh,12,43
upuwzbdoeaoyfsnwpvj,fsfzwyzaurh,11,25
nofwshffssv,hccapjohnitvnmqe,17,32
swtnhxktxwvvojszsrrurqju,pzollskjxffqa,1,38
sgncclldbxalqdomeyoq,lcczodbcg,19,48
jyasbegtidhxnolgmhln,jylfbvxzsxthj,11,65
iahapmcpdqtbpdnkmbufhe,ihnemhle,6,45
bhkaezabolgkczrtyvqqr,gtvgumsxjphgta,12,47
oxinsxzkzppvnctzrfasx,mwhhlwgy,8,39
fkcoyuylopqnqkkh,rqgwohhpqatfgu,5,30
xfcsirjsphkdjhpsggvdwcctw,cclewfyhp,6,35
cojnmxecoikaigpxcdr,sgdcqtpjwrehcpv,1,52
ruhampddaoe,biccehms,2,24
pjklwepnylpadiizurwjof,pnruhbobytheb,18,54
brwcgcdmewbcdodpbvnvjtso,cagthqlnlvjwjbkq,17,36
vbsqlircxnjojponcukhpkqxm,orgyzssvylwpnv,8,33
yvmktrjqfjkecmjjihd,ydhyevrie,6,65
pnqpulbxbrzjijnvt,ljjtdpxhz,15,51
pfgtzhcjxhnzp,efozlitzpkds,17,33
vyrbgluqrwv,slzvvyccezmobi,6,25
omphzwwvtijnsgbgjikpwmxsc,ykhkyijzkrdu,8,24
uvgvdtwjilm,zpdsxsrtaxslz,12,36
refbzqliolsmcac,smaspvogqptiqhfs,15,56
vgkpzdorrrdcuxspq,odyctdysxvmopfa,4,30
vdhzwnkftcbuiuebe,ufijisqc,5,61
rcnxrhgdvckgfwcjsbtzpkthi,pjtucwozrfxjlux,16,37
nibocsbgtmndiitkie,vrnrlvvtipt,17,21
ttovcfjuetltkqomormb,axjbadzrkodabdqg,20,56
pyjcuuxktsmtwzjspyyxvet,vwcdnyahmfna,8,37
yyuajhdvzfs,znjlmdsxnt,15,54
navjrwrwsxqtqwmfhoqkex,apjcumijifghcemk,16,47
busmwfptbcwfxtsncfcstwfy,mvudhaqxqsee,3,45
lqjzdkqcbiugorluiw,bnbsxtisk,16,61
bnqhxrmdsjxxufqt,alkuueebayqfb,19,44
nhdfxfeggwz,lppqtgxubapvbeb,7,32
dzvbyzsxwmpchkyeabpxmvxw,xpovmtmrfzrebow,14,44
hzvopkijmudguskyf,fiefpuaehjlhgpfo,3,31
lwcrnwppqnkicgqprnukxw,zadeqcvpjswudljc,4,52
ozvjcarwvxuicovw,fxrqvcuytfvbyr,4,32
mfdfupevfqqmbotks,cvnjyrehhwixvv,15,26
gcnmbsgyqpwghghksgh,itgleetk,17,39
ycawcbihoowogwv,zaxblhgypep,12,59
dclhxhigdusioxaymv,eirnydlxqvtdfv,15,43
waikhncmdiefcpeyc,zldxbtfgmd,2,28
nggcmjypnkghtagl,sxqyxabocuthembj,9,57
wdgoaaooxkacurqx,zfisstpepvjddil,13,23
ftnwrqzigikyivuvvckshndfg,vubezvbp,18,38
qwssqsmkefufezneth,iycasrwcxmmsejd,4,62
npdtvxojddzrqsssh,dbssbhtfy,10,50
zvxvzoobwvisofo,ynrceajeu,4,60
wpdfrblxlwydsdptslkfasn,socmixoxhkc,9,46
dqwtpjucyfsboupgvyxqneww,wsaouycjfikrwqwi,6,60
ktgwhomvrl,cinhnybwnrym,10,31
qwdwpwzgovnztduvyck,rdnlemykinpimpfj,6,59
vbxqudjzqjuzjkzibssspyolu,lzsbocnlnqkmld,13,45
gxntnawehntbokjcaannvc,eodscqjstba,18,44
jcpkiziaawouicea,ifeuuhqpmmrk,10,31
qzjcqowzeruvxunx,snrbdzhepuwess,4,49
gljthzbxgk,qpohutzdefoqp,3,31
ceztpgvkgkxbkhqawyhlfsjyj,ynscrcgt,16,39
igcnklzsybulge,iwzkuqchsoz,10,50
mgzrwrgyijllwtd,qkdakbnlpldzhb,8,27
xhixgoirgyqhktmxmrgj,trdhxvtkajuph,20,63
ckxqyezjhsmdwkzcbbojcl,emxolojsktowt,12,37
ggchbfyiwljjiqvcnfzaoobz,abkuuaatrlgzdjdn,11,20
pjiltjrhxpfppuodvxznf,grdhyvzcasx,5,46
rcsupwfurfvhvvovynilfmcv,efpitrgmknuq,1,60
flvsfauuhwsixfd,cfvczjidgyoa,17,46
whkpsvztvsow,jbbykncbro,3,20
aopqaomsbay,ekwzkcmzfdnx,1,59
iwuevhoncpwsrexcwf,pvolshwgvfolxu,5,38
jhqdywzefs,xtxjgkpcpsn,14,61
fzxsaygtiqjsjpxepekebgj,xjtwausmvteazba,15,29
raymtfggtmhidyvatt,ctqtydwmpdorqkwt,17,54
bxntkkvkrxiiecxhpddz,qkairyrgjnh,15,38
nevpwfeisnztjphwats,zzhaobjclamuov,8,47
hxdfytvxja,fvcaehxcdiscq,19,62
mtliqgvunxqilqunwgt,hcprvbwhetrl,19,30
dchrztumanqravikuydhqiok,hqleenwgv,1,35
okjcumvlgbjsbntlann,ymeywlqix,19,27
rcqttbmnaahzusev,dkoqitbmkptg,16,48
pnrfoudzqgrunwritzycn,rcyddjbl,3,63
xwzxjpsxpcmj,ewxzcxbnrfy,3,52
ssiorwqwkkubuoulr,gwdzeneoxz,16,55
kaqhdqgekyzp,fnvdobkwxky,9,49
ncqtgjzcloigqcolsqbnoawdi,evmiowiz,14,24
sgkhjkrfvbyrg,ripiywwirkiihmv,4,61
gfchlyclocprreasson,bznkiarwtp,8,53
sgpnubiusrfxxwziqugkjhwx,dpqefzrrvuofcorm,6,35
lhvdfkllnnronvpazawb,iqezyxobmdjtsoai,16,44
fpizrqvbig,mfiukjtnv,9,62
azrbuwwwblgdgyr,feisfgosxhawr,4,30
didmcsphfqenmqfesixznwbuk,crhjzggfxhtpwl,7,64
wqqdtqwtpnvscijkurvqroisy,whdxlsxgnxiyie,19,42
nfpminzkmooq,nkmlevixbjvk,10,27
tmjmlmdxnon,nqxenajcvisrctlc,20,58
yrsiywdsiopundinnsi,icsddaninpbdswh,20,39
fxtyjtehezezaapeawyltuipd,etzyltdhzxepvez,16,41
ekhnysdlpnwigjsvon,amobozevaybsl,2,36
pvmbzqjjkyiluzuwuwcahkql,kiygxtel,3,43
fmmeqcyudyjjppicgwxepnu,rselvjgetbkq,20,51
uiakcqseryl,zlpltveqklctf,19,42
limiuvtusicmosqhwgblkkrbe,ylqdwqmpucfdykkr,19,40
bxydilgtljbqtlquldolwctvv,dovmmkrhd,10,61
lkccjbyuxpejycmhmlrk,hbcanwmxpkriubk,13,38
syyfgnecqc,zubmlpqbhcpqe,15,41
uqubhkddnozlwfhtnhvkxn,ojckaxvvprru,7,27
nczbkqderi,wedqkocldtpz,9,60
enlkrqenzyheartgbn,qolzqtfiv,13,39
pzbfsfefgkksiyssi,esaefyfyazxbbl,12,33
erllenjozpkhghmpqjnj,ixcwtizuczokthyx,14,46
nehcixnvrranhxuawptqyfewa,qxkfmxugpnwfwho,3,22
gsaixpycawhre,kvzrughjffcd,8,63
enpgqncthjmcayctbml,frwxvycofbus,9,62
ymoyjnpldjdacoubljnwvhnnj,qynadbvpgnf,9,34
uutcejkcrngsjsmwnzakfeah,rtoffrtwjupqjgi,8,33
bgomjwmuokivplpzgvccrqb,rfmomqvuhrsvx,4,65
acbbkeaiywdhyueai,nwsfrwdofj,14,35
cwaizfunvgt,nghlcaeapfyow,18,21
ygeypkhtippmkdxaqq,dspmhqbxratldup,3,40
xacxksxngqwtensxachppgfdv,ooyvilqtnrqvyd,9,29
thltlqwukhfxygmz,tkvlolinefgs,19,45
deeexkaapb,thocxwkanb,15,33
qxmpkxhgletusny,nzlblvljauvqk,14,62
muxnohqihbilf,yctlasyaoa,8,36
qtclssmmwdbgm,iumxzulydxo,17,24
qsvyjmlmmawwxb,xharjqqcbfvbl,9,59
eikbbfnhomnueubxfyiyovet,itstxberq,4,25
vbsryevglksdalercq,psopzeejrk,7,49
ccezpuxwoykabvihybakdwllp,otbumixktm,4,53
wrbsxrxdnbkmtzx,oaqtmyjbuyahvxhe,17,58
szdclmnfxb,pguhrvsicmdxxzjr,12,27
uzgbjbrtokqh,gihnxzhyoqogw,8,29
clwqefwlqfkehcoahryjcrhae,yrneyubimsejzk,5,59
hrgtxdticgikt,rltblasadaomzmn,4,47
ghuupktigboa,jsjjghzwixtehpca,5,21
kqsztgsqrbywkvmlboznmca,zcnwazms,5,45
xdqpxnhgyvpszqruvwmmazhun,hvqqjyimxfaeqgi,5,58
bylisuygaoimipuffogzrgen,yjpucheei,12,38
olxmzargtudocs,pumvszhkyisrg,15,36
jxsvkicvgwkf,vvypipmeuluojg,9,30
ebasmimgpxjw,lejxyclfmcwm,17,44
thizmqrokqfmhxam,tbnggagp,14,38
mjhytilbhryosyxtqaoypd,krudojyvqwkbnerh,17,34
ybdwyhqxckrzukucesn,lhqxxpcavsrmzg,6,57
dpnvshjzkrpuxzgwp,vzuuwffgjdcz,15,54
quvnkogccuzwojn,azctbpahetcgrex,16,64
vptfkrzayfoppxkwsko,itpavhvdb,7,49
pfjonfjbajiq,ujkksktyyguxbehn,5,36
wpjhotbfnbklnqfxybfjioj,nparlmwnaewd,15,58
csqhcdptelxlkeqrdbns,mebrlaejqu,17,61
fdnqchnrfcxtxdcrbgxxq,gldxwxtx,20,36
adtmgsiuufgkyhc,onfhmxzrcgzx,1,52
hupmtecigljheyvmxkpqaxvn,keikboxfo,10,49
mplrwboudlqszezhyzltesegv,fgksnglmovzbfxux,5,22
nnbahsqwztq,wyqrbwdmesloh,10,52
cwrywmaqjxhvbwb,ainztttms,10,51
knwsebvlhl,jprasvkubo,18,64
vacrtftnojc,xrxbbjwncmah,19,42
brkiizkzritwmkudhxsdji,ygtrspev,10,62
eneoutaspnejxxibpp,cdgfbsxpisrcvm,16,56
phmorowjobpnziyeuizqej,tpefndzqsqxqrl,6,61
typuirmvdwivlginumbjyba,ttwprmzxlcv,6,62
ulplhzxlpvwgl,huxxxbaazkfsbeq,15,35
olcjknhcmgbghuixidworc,dlohnhazpch,17,44
cfoaweiuhtswieyeah,dtgualwzgdl,18,40
abdmwnkkytnoxpotdzbofnf,hfomvqrirtp,1,63
xwfbwjplktaurinslyly,dhrdtqfurbkgg,13,22
yutnzzfwadxpbr,uuedzsdnaowz,15,65
eepnpguecvvyskzqjbbvsjk,mldumcrdpobapdt,13,34
dabqzrcfmzxvvjinyaqnktcp,xnhloxlngnfyfho,5,33
objqdynzzvi,mmgjdhbkv,7,37
plqtexzvvr,ypvjkvtteypbrxxs,9,48
jgdgtgtadzhgpstmdfcmrll,zytjjojhp,12,20
kqcmoqywukwdlf,lhsswjdvlrmrg,7,59
vzhdwsyldawrsdrbrfjeazv,cmfwlgngqls,11,39
craokdhwospuwpdxdq,apjhkhcofxpjqgz,12,45
symmztcgvriviu,hlsaiizaocryvyp,4,25
winskyssdmhgzu,lvvljjttndqed,2,20
vrtwpvoekbu,cnzbixwywef,7,45
ajxcxwgrrizuyhsqlwtncsno,zllcbvlkqqbiaq,18,63
dhpfbrybvxpovyokali,ttjbpauj,6,42
cfffimdtftj,yuzhjusb,4,65
xgezoorfhm,kagxxfzzvu,13,26
ndmtgcpeqdkdqwvfomthfj,dlksaoiyp,10,43
gvovqnytkyzkztqftpwtjbirx,vvsvyhtmegs,19,41
bfogruabanlofcaf,deaxgzfpuqev,15,21
rchofwzrrqhwvyqyjpd,xggcqofhxnzwge,20,33
qdqorlblxqarbemwwod,qglleghxpn,11,55
lkpydtqunarkgaxmwhfo,ovjocxcejamkvcmi,18,56
mdeznvhjrxvvirrw,mbhdnknukfq,18,28
tkkxuklnoqrleoc,pdetxcgxcuwxw,13,39
iwloaltqfvkdvquvesss,fxhpchtu,5,21
uyxyodfaftziiwprovzjki,tzkrtkmwoflla,7,49
edspjlpkso,gwiwprzslczczx,6,21
evfqfhnjjd,ixjzwwqxyrts,3,32
ymetotmvhllrjnzt,pceqdqhleiisrney,8,45
pesmktysbpoasayej,mpgcxdalvs,18,41
qgrmezsgwxefzso,mtokuvunmdbv,1,20
cifzwsepcq,xbiamqujdcshpt,2,29
nzfenaacfmpyhciicts,gavzcjyu,12,41
timqblfoeddonjdixl,mrsgtrwgdlknvb,18,56
tvdprfinldomfdymugdm,axpwaiyjojr,15,49
ziygsfvpqdhtlfaczfl,mboibeaml,18,31
uutsqxypuvxm,bokzgggytsyt,8,44
brutlzxwlrsgeycnsuxkrrmo,jdmjavnnzd,5,49
fqpdhruhouhsgtfstbrs,iwiveoqixa,7,55
vbmntjfwcnageewzctwrn,owhtlqsezboe,8,21
tcodowsgkartjbqakkxc,nzbmfbmordzsrg,19,46
gzrvznwtjqxcdahzuasmabqh,emwpywdhbsruez,11,65
mlgadalfiu,pvqkzfpxhwroduo,9,33
xkmkyibtsezpxagrdz,qrihmgjdol,20,60
qfkvsfjicrdvpshpsplns,pzrcblhtslr,14,41
fqjjtsjaiedux,xvdziwcvrjezcu,10,28
fpjwbeshdmavflfb,uhnoqpsja,7,28
ycfnbpiowgegqut,pcgghxom,3,37
sxlgjfuyvdzvwzaennaodprm,iizvklfioz,15,33
dubgxdncahqgxzxgsmz,hkevbyabuyy,20,57
evargudxgrcfzmaoahrp,rrbuwrte,15,29
fbnvasgnnrjdauawyhl,ydilgbgck,15,21
ztmgwxujmhfdaididck,uvdnmgst,6,38
qoxvxkcljnlvvgjkmtlsg,mkfbgnhppm,3,25
houtuasvdx,mcoofkcecputzfg,16,23
pgswlvhchdczg,nhaxouksamnjpshu,12,26
jrqsskgvcqsqjcazdvoixzyf,qestztebwflkct,10,52
bgknxotbegewzhhytvhiqxi,wuseyaonauozpgff,8,20
ocprhxmhxgexdaaaukoutmi,keajetbi,10,30
ukgypkyqfyaryb,mqijwbxqho,20,55
oknabmzosyc,dmlixvfzrbm,10,21
ozvbhmxizjvqg,haemtxfmaoprk,8,58
ykcbrqqqtulvgxkiczsru,oiuuzphmqwvky,9,41
bqnywguayipupc,zbjwcewllotoq,7,25
jlyohtoolaanocm,dicovihy,3,25
kpviorschiosewjbq,zenkmzwfk,16,53
yiwtwyyicdwjwogkpyq,tocswfmof,16,43
visgcoxxheqncfafak,dwczxmwtkt,6,26
xhppqotgxdnnrkxnnju,jobagngbjr,12,48
htjpcrnyrekyhhmedqyp,jxqfmnjejcurmjvj,16,30
rajtwqlaqhlinfpxzice,ykydoqzmdft,16,42
kzydbidesuuzfhbgpdlqei,cyccqttkephz,16,42
vlgqmjkazasbrrhponbphgbah,eoeabebidkipign,2,22
hhwwsmqmoln,elrrleqqqh,8,32
vwxcqjdkmwhmdwgtdcjjjtkiq,njwpfleiq,2,37
yugiixdhphrkobpdgvvwprz,yaentszbohnvxyda,3,26
xbiswnugudmperzzjagyk,tbvdfjmutdxnesgp,10,37
eteqyeapnrrbiexspi,grqbwronrtbjdb,3,42
mubpiwutmvmz,odlpyzfgvgbm,7,37
lyqmrnwyjvxsotqxdasdjy,zasuoaavqp,10,44
ktpzygdsjrmffwqab,lzqdzwhlf,10,61
gudsnebmluqebvdfgxc,zssveyfwengze,13,24
gbjsobnigwcsorbtiwnrfsz,rhavdsnfsdi,8,63
vafonqqzea,bsgracwfdsbmpz,3,46
ctqxxaoyruqpv,dqicxscodtn,2,22
cabhesgwmorebwtcaicfhnxy,jdjxtmqvh,13,65
qfgsxqwvtiaethcmkhwsyev,mmtrhaqseaqkaf,17,48
pdkjanvwsozjqmvldnjbbj,ynzlbclouwyyyehx,11,60
ovnwosfpdqblaeblmqwp,gefziboizy,7,64
sqygrvrvlifroqupdsaaezb,vvwumykvoo,4,64
ukvinibmzuje,hjxntuce,9,59
tkmkoadtyzrxjphymeagkfx,nruqxwai,5,63
jxcyrptcuieapfjn,xmazvjzwckibg,14,54
ymfchqhopox,dkbsladfvcwlmbu,4,28
qaevcwgfjg,rzmyarnvshtm,13,51
vfwagoeywyejgbotinqzaqmu,tsmswtytbhn,4,64
lbqsnokkutwifalmwdipigsz,ewurhaedje,2,55
jmghncppvgwsxojphwjbxik,gjchqthxspnq,3,39
mlmzzuyorssqbwujyhplcubms,dfrtdtqtgyjlxaaa,16,62
tvxgdyanpsxwqrxd,woskhgfh,17,39
conqyvaqgesnkxxbpz,otemqdjofuglahwx,17,38
jwqstsbtsbr,jrcfdmlwnz,4,55
ldpwqmghpbe,kefguppdgq,3,26
otzkntfkcogefpckiedbm,iuahiiahxkf,18,45
opqokzhicesmcbufvnsavxf,qevajtwtn,15,61
avpmfhmcjhrpvlfmt,nugqskepvwi,18,45
ontkosxesmuwyasjaikwlc,abmkafnnbnxxfxy,7,24
yvyncvtpuoouvh,afdbxzjhzodyjql,10,37
scilhbfhluxhoysbubfeojfi,hhtsftzqszjyrw,3,39
vmrvtraxrabbjyx,zfcwnvthsrkz,7,43
mbfuabtcjfpoilswdkmmzk,gocbmnfcxiyn,10,20
nbnoworraigrtf,lyosbhccnprvdth,11,52
fqdtqsxthgyvqab,thctxvttzgiuxl,1,23
wlznhuzdbsffhogxorggw,kzghigsw,8,32
scevgdgtmikcw,kpuxosdrgdcb,8,60
qeimzknipxnyhcosfoot,plgjokybsfgdth,9,39
ghckyioitzsqaozwzie,kspadmjcnlnce,1,31
hkcjddydqkalinucf,atcrkidxvrhe,19,45
byllncferyd,ccpvphzhncfatvk,14,46
nztztkepys,ntfbsiyifexc,1,53
ijommfvqoxqvqsrr,tfbotaiekccdvx,6,40
nkcmewptdpaaebgdvri,dmbgpatkovp,17,53
eckqlnfbbgayea,bljfklzcbsm,17,25
lxtpzdzrgkdvdjxgnjhtp,lxbkrpmdwyueuzk,16,36
mnltuliuqedrzvbtnkt,bqyfrkxwmesmf,16,60
djriezoxyfqwhlydaa,nckzkddhtx,5,53
ahhvqxvhtvwfpwxqdftbando,svxrdwxnwhfvivtn,14,57
hhpkonsvbw,ddkmpygvoddjzet,18,59
qiowfjxbvvcnxwlbmkano,sfpkfrbfzylz,20,48
nnlezieewxfweduplzn,xzsobkoxt,20,54
txxxhmdpknlypdelitjalz,kyzjaxrk,7,48
rxtrkosqenriencbwla,szyofgftuysb,10,22
fnaaqghwvbi,ovtqolcklwcbkg,18,38
wdkkrrruisvdiols,ujdlijylfcb,15,20
pnkqtehdazcolimbturjnwtz,glckbmshlnwvkot,9,34
rrzbcrzszoeegwdjx,ugrvucltvwjl,13,37
lwrtcxfwnquk,adjrzkruwmsfeecu,15,59
lnstqlyxfv,pyvndchbbz,13,40
kiwtvobcoiofrqw,hvylkdmjealr,16,58
jqhwstthkoxhqs,jdqvopdkmpeo,12,30
ptvapiadsukubbumasdwkyc,oilmiucpar,12,23
mugbwbgtjvudjtlcmwm,avshiadsjbjbv,12,21
jeyaagesdjgsvziv,uzrxfdwljshebsqq,16,41
ytviqbuxhhcebidqxl,buihanswjni,16,20
otrxqqaxqrynctzjrf,nnoxkcushkwbqnyd,11,64
rhiuqxbzflt,tjwozkxym,13,59
axspkyrorgzvmdsrlt,iqqbddefmxcmo,7,63
kginajomhdnctnj,uaubvcgtfcbz,6,28
xugffvsezquziiqsk,eblhchoicy,3,31
tcnazqlcqnnckezrxyic,rjxkojtzfd,18,58
ufohsacltlwdunmhwe,aszvokweomhpv,13,27
swmxdfayvrgyi,bhqtfnntpw,13,49
lwvdsxcgqcejy,omwlvxpyxvmkuvua,14,51
xdeuvecsatwrlq,qwrkbuyodwkimqk,10,37
vcqylynurjwlbptfojqj,ziqxcevfzfp,3,42
tcbqunhxsyxcekexvx,ehzakzjtkpqkf,14,59
xjacnwljeenkyzvxpjh,ormtrfbmu,4,32
geykcgnrtxspsxbtx,nxydemytanfkegfs,15,60
xmfwhowniqilouxjjhhjjvpu,sdbflixjgjvr,6,54
jhmhvyhnufpots,wozuezibiqib,8,62
opnbnzxiawzymuvid,whnowkzzzycmn,19,37
jralncahodynmnynpemwdgx,exmobrxhcsgu,5,29
agtbbvpolaovszne,pmenuhsbvbadmz,11,62
fonwlmwfybscnnvvqezlwyh,gtcjmvjljhmti,12,45
tdcpeyyetgvvjnwswyib,hkgkhrfl,2,20
loudveejxbqjlinsvatqvdudg,iejdxmbjye,20,33
yvxzzsmxcxhyxmlipsubm,rxsmsbvwot,10,62
xcqpfvimucox,qntqbmnrxnkkhw,14,61
clihjxiuhvr,oldowtuepuzhh,13,60
thtkqeqjxidgxhqayphzfsy,gtazhqzmqdbhv,1,33
acciypzaom,amatyblib,1,23
fuolbuhafwkajnczmnxofgr,ofxexcsprcie,17,46
wnpkpvgrxwekm,hbdxuxsigzydka,20,29
qjnnbmfuxcluytmluadkoxpl,zazhgdbu,18,43
jehbcjeupcknbkwetdb,fyujfqzuh,16,48
dvxxwctzql,hwmnvgppyisfjpj,14,47
obyhwmhoxvigwwyv,itjciinlqmf,8,22
kmezllnwchvjtaxqmw,bnhvvsneffrwkjii,3,28
gkoflzwvjxvcpaiko,fbrwqrtqlykttbwf,9,62
vodushtscsakdjq,otbigiyzkv,15,57
gkouthqajxshnxsgvimzvxe,jpykoadtp,14,28
vpuxpwyjvfucgd,uupraknvyx,3,43
hrdxxebnqtwnzshgbu,narusrmzpdal,9,52
mwloraaoruud,wodnirpiru,7,56
pzkzxfvxre,pmfcpxxclegduhn,1,53
obahvkemxddggmydysdhjv,wsvysyil,5,28
cywgjbyoslnyymjlvulltkgk,iaorwbfwflkj,14,31
vnlsiutbwow,xcedwwxlekjyjrh,13,45
dpunyivmntbpyyjaxotagi,elhtufgnei,17,36
etcilerheiuuqokbqhfwiuai,qdxzmtzpimxdnp,14,54
joxljhvuxmpz,petvmwctlqvofil,8,63
ujgphqlgjwlxlwkrsbpfwrh,zvojsywyolvddidj,15,39
hrbltnkftlrukqjpfonjvwg,xhdhccjit,2,48
fhkzwxpzslpmseus,xituiuzjqkgvy,1,64
aedcrovtdy,siedbpbmcv,3,65
vlwlxomhhdaj,sctlbyzu,18,58
rplapezspr,fmpwcrggccpdm,6,34
gmutuzonpdgfuinvywwpk,hcocobkheixwp,5,62
moodfdtzwwybsrfwupbxvqoe,atyqugsnuh,7,49
bpcxhbepuyjfg,vsobtkracwd,20,33
uylmtzgqzhgx,syyolduhk,4,41
jobepnvzgkhazjhb,ybfjdhemvoswx,9,61
ietywhbnbkboraubfkxw,izrlfpukmijeu,4,62
cktmughjdiscwi,yjghnfnfckbwoka,17,30
